dir,regime,with_trend,net,adr,hold,wide,mae_pts,eod_move,fill_hour,Date,yr,gap,vix_prev
L,BEAR,False,-205.0,12.22,3,3.75,10.0,-4.5,09,2015-05-29,2015,0.13,13.31
S,BEAR,True,-217.5,13.15,2,4.0,14.75,-6.5,09,2015-06-01,2015,0.2,13.84
S,NEUTRAL,False,-217.5,13.65,3,4.0,11.25,-1.75,09,2015-06-02,2015,0.174,13.97
L,NEUTRAL,False,-242.5,14.72,7,4.5,9.5,-2.0,10,2015-06-03,2015,0.261,14.24
L,BULL,True,-242.5,14.78,2,4.5,12.25,-4.25,09,2015-06-04,2015,0.417,13.66
S,BEAR,True,70.0,14.78,44,4.5,1.0,1.75,11,2015-06-04,2015,0.417,13.66
S,BEAR,True,-242.5,14.78,24,4.5,4.5,-4.5,13,2015-06-04,2015,0.417,13.66
L,BULL,True,-255.0,15.57,13,4.75,5.0,-1.0,10,2015-06-05,2015,0.21,14.71
L,BEAR,False,-17.5,15.57,29,4.75,3.0,0.0,12,2015-06-05,2015,0.21,14.71
S,NEUTRAL,False,95.0,15.57,16,4.75,0.5,2.25,13,2015-06-05,2015,0.21,14.71
S,NEUTRAL,False,395.0,16.5,70,5.0,1.5,8.25,09,2015-06-08,2015,0.079,14.21
S,BEAR,True,107.5,16.5,20,5.0,4.75,2.5,13,2015-06-08,2015,0.079,14.21
S,NEUTRAL,False,-17.5,17.65,56,5.25,4.75,0.0,10,2015-06-09,2015,0.026,15.29
S,BEAR,True,20.0,16.68,55,5.0,2.5,0.75,10,2015-06-11,2015,0.078,13.22
L,BEAR,False,-267.5,16.4,5,5.0,5.75,-3.0,09,2015-06-12,2015,0.322,12.85
L,NEUTRAL,False,345.0,15.93,71,4.75,1.75,7.25,09,2015-06-15,2015,0.175,13.78
L,BULL,True,7.5,15.93,45,4.75,2.25,0.5,11,2015-06-15,2015,0.175,13.78
L,BULL,True,-42.5,15.93,20,4.75,3.25,-0.5,13,2015-06-15,2015,0.175,13.78
S,BEAR,True,-255.0,15.85,6,4.75,11.5,-11.25,09,2015-06-16,2015,0.026,15.39
S,BEAR,True,-255.0,15.6,45,4.75,6.75,3.0,09,2015-06-17,2015,0.096,14.81
L,NEUTRAL,False,-255.0,15.6,16,4.75,5.5,4.75,11,2015-06-17,2015,0.096,14.81
S,BULL,False,-267.5,16.25,8,5.0,10.25,-5.75,09,2015-06-18,2015,0.34,14.5
L,NEUTRAL,False,-267.5,16.43,45,5.0,12.25,-11.75,09,2015-06-19,2015,0.13,13.19
S,BEAR,True,-167.5,15.72,35,4.75,3.75,-3.0,12,2015-06-23,2015,0.147,12.74
S,NEUTRAL,False,695.0,15.22,69,4.5,3.75,14.25,09,2015-06-24,2015,0.138,12.11
S,NEUTRAL,False,607.5,15.22,54,4.5,0.25,12.5,10,2015-06-24,2015,0.138,12.11
L,BULL,True,-242.5,14.95,42,4.5,12.0,-10.5,09,2015-06-25,2015,0.243,13.26
L,BULL,True,-242.5,14.95,23,4.5,11.0,-9.5,11,2015-06-25,2015,0.243,13.26
L,BEAR,False,-255.0,15.62,26,4.75,10.5,-0.75,09,2015-06-26,2015,0.157,14.01
S,BEAR,True,1295.0,15.9,70,4.75,0.75,26.25,09,2015-06-29,2015,0.73,14.02
L,BEAR,False,-280.0,17.82,22,5.25,8.0,-0.25,09,2015-06-30,2015,0.565,18.85
S,BEAR,True,-280.0,17.82,2,5.25,13.25,-1.75,12,2015-06-30,2015,0.565,18.85
L,BEAR,False,-280.0,17.65,8,5.25,10.0,-3.5,09,2015-07-02,2015,0.114,16.09
S,BULL,False,-130.0,15.95,55,4.75,2.75,-2.25,10,2015-07-06,2015,0.535,16.79
L,BEAR,False,-267.5,17.0,3,5.0,5.25,33.0,10,2015-07-07,2015,0.035,17.01
S,BEAR,True,657.5,20.23,66,6.0,5.5,13.5,09,2015-07-08,2015,0.526,16.09
S,BEAR,True,-355.0,22.2,15,6.75,10.0,-5.0,09,2015-07-10,2015,0.975,19.97
L,BULL,True,-42.5,22.2,44,6.75,4.5,-0.5,11,2015-07-10,2015,0.975,19.97
S,BULL,False,-317.5,19.75,52,6.0,8.5,-5.5,09,2015-07-14,2015,0.07,13.9
S,BULL,False,-67.5,19.07,73,5.75,4.25,-1.0,09,2015-07-15,2015,0.009,13.37
L,BULL,True,182.5,18.18,73,5.5,2.25,4.0,09,2015-07-17,2015,0.035,12.11
S,BULL,False,-167.5,18.18,61,5.5,4.0,-3.0,10,2015-07-17,2015,0.035,12.11
L,BULL,True,-80.0,18.43,29,5.5,3.5,-1.25,12,2015-07-20,2015,0.095,11.95
L,BULL,True,-280.0,17.27,9,5.25,12.0,-5.25,09,2015-07-21,2015,0.103,12.25
S,NEUTRAL,False,470.0,12.88,69,3.75,1.75,9.75,09,2015-07-23,2015,0.035,12.12
L,BEAR,False,-192.5,11.93,18,3.5,17.5,-8.75,09,2015-07-24,2015,0.061,12.64
L,BULL,True,-217.5,13.2,2,4.0,9.5,-1.75,10,2015-07-27,2015,0.525,13.74
L,BEAR,False,1220.0,13.43,68,4.0,0.5,24.75,09,2015-07-28,2015,0.264,15.6
S,BULL,False,-242.5,14.78,4,4.5,14.25,-11.25,09,2015-07-29,2015,0.026,13.44
L,BULL,True,170.0,15.25,32,4.5,1.5,3.75,12,2015-07-30,2015,0.217,12.5
L,NEUTRAL,False,-255.0,16.1,50,4.75,6.75,-1.75,09,2015-07-31,2015,0.147,12.13
S,BEAR,True,-105.0,16.1,17,4.75,2.75,-1.75,13,2015-07-31,2015,0.147,12.13
L,BEAR,False,-267.5,16.7,24,5.0,10.75,0.0,09,2015-08-03,2015,0.069,12.12
S,BEAR,True,-267.5,16.7,13,5.0,9.25,-8.25,13,2015-08-03,2015,0.069,12.12
S,BULL,False,382.5,17.62,54,5.25,1.75,8.0,10,2015-08-04,2015,0.0,12.56
L,BULL,True,-280.0,17.73,11,5.25,13.25,-9.75,10,2015-08-05,2015,0.532,13.0
L,BEAR,False,-305.0,19.35,7,5.75,7.25,4.5,09,2015-08-07,2015,0.157,13.77
S,NEUTRAL,False,-292.5,18.02,39,5.5,6.25,-5.0,10,2015-08-10,2015,0.438,13.39
L,NEUTRAL,False,157.5,19.27,72,5.75,3.75,3.5,09,2015-08-13,2015,0.131,13.61
L,BULL,True,-305.0,19.27,23,5.75,10.0,-6.75,12,2015-08-13,2015,0.131,13.61
S,BULL,False,-305.0,19.23,36,5.75,6.25,-5.75,12,2015-08-14,2015,0.096,13.49
S,BULL,False,-242.5,19.23,19,5.75,5.0,-4.5,13,2015-08-14,2015,0.096,13.49
L,BULL,True,382.5,19.27,51,5.75,0.25,8.0,10,2015-08-17,2015,0.305,12.83
L,BULL,True,120.0,19.27,23,5.75,1.0,2.75,13,2015-08-17,2015,0.305,12.83
S,BULL,False,282.5,19.95,63,6.0,1.0,6.0,09,2015-08-18,2015,0.087,13.02
L,NEUTRAL,False,-55.0,19.48,39,5.75,2.25,-0.75,11,2015-08-19,2015,0.313,13.79
S,BULL,False,2170.0,21.8,69,6.5,0.25,43.75,09,2015-08-21,2015,0.499,19.14
S,NEUTRAL,False,1707.5,21.8,62,6.5,1.75,34.5,10,2015-08-21,2015,0.499,19.14
S,NEUTRAL,False,-342.5,21.8,7,6.5,11.0,25.25,10,2015-08-21,2015,0.499,19.14
S,BULL,False,-405.0,25.75,11,7.75,31.0,51.0,09,2015-08-24,2015,3.689,28.03
L,NEUTRAL,False,-567.5,36.25,38,11.0,71.5,-57.75,09,2015-08-25,2015,2.944,40.74
S,NEUTRAL,False,2145.0,36.25,21,11.0,9.5,43.25,13,2015-08-25,2015,2.944,40.74
S,BEAR,True,-667.5,43.23,44,13.0,48.75,-41.75,10,2015-08-26,2015,1.497,36.02
S,BEAR,True,-667.5,43.23,12,13.0,58.25,-51.25,11,2015-08-26,2015,1.497,36.02
L,BEAR,False,-705.0,46.15,57,13.75,16.5,28.75,09,2015-08-27,2015,0.994,30.32
L,BULL,True,-705.0,46.15,24,13.75,34.0,11.25,11,2015-08-27,2015,0.994,30.32
S,NEUTRAL,False,-455.0,49.17,70,14.75,11.0,-8.75,09,2015-08-28,2015,0.433,26.1
L,BEAR,False,495.0,49.17,49,14.75,7.0,10.25,11,2015-08-28,2015,0.433,26.1
S,BEAR,True,-480.0,49.17,21,14.75,11.0,-9.25,13,2015-08-28,2015,0.433,26.1
L,NEUTRAL,False,-480.0,49.75,64,15.0,9.75,-9.25,09,2015-08-31,2015,0.551,26.05
S,BULL,False,920.0,49.33,60,14.75,2.25,18.75,10,2015-09-01,2015,1.467,28.43
L,BEAR,False,770.0,52.4,73,15.75,14.75,15.75,09,2015-09-02,2015,0.853,31.4
L,BULL,True,782.5,52.4,31,15.75,5.0,16.0,12,2015-09-02,2015,0.853,31.4
L,BULL,True,757.5,52.4,26,15.75,5.5,15.5,13,2015-09-02,2015,0.853,31.4
S,BULL,False,1032.5,52.9,65,15.75,6.75,21.0,09,2015-09-03,2015,0.302,26.09
S,BEAR,True,-792.5,52.0,27,15.5,15.75,-7.5,12,2015-09-04,2015,0.926,25.61
L,NEUTRAL,False,-167.5,48.88,17,14.75,6.5,-3.0,10,2015-09-07,2015,0.389,
L,BEAR,False,20.0,48.88,0,14.75,0.25,0.75,11,2015-09-07,2015,0.389,
L,BEAR,False,995.0,37.75,64,11.25,0.75,20.25,09,2015-09-08,2015,0.756,27.8
L,BEAR,False,-492.5,31.5,11,9.5,19.75,-12.0,13,2015-09-09,2015,0.737,24.9
L,NEUTRAL,False,920.0,28.4,66,8.5,2.75,18.75,09,2015-09-11,2015,0.082,24.37
L,BULL,True,457.5,28.4,36,8.5,5.75,9.5,12,2015-09-11,2015,0.082,24.37
S,BULL,False,-355.0,28.4,17,8.5,8.0,-6.75,13,2015-09-11,2015,0.082,24.37
S,BULL,False,132.5,28.88,65,8.75,1.5,3.0,09,2015-09-14,2015,0.018,23.2
S,NEUTRAL,False,-167.5,28.88,44,8.75,5.25,-3.0,11,2015-09-14,2015,0.018,23.2
L,BULL,True,545.0,28.32,59,8.5,2.5,11.25,10,2015-09-15,2015,0.201,24.25
L,BULL,True,520.0,28.32,36,8.5,0.25,10.75,12,2015-09-15,2015,0.201,24.25
S,BEAR,True,-430.0,27.2,5,8.25,16.75,-15.5,10,2015-09-16,2015,0.045,22.54
L,BULL,True,-405.0,26.2,0,7.75,19.25,-16.0,13,2015-09-17,2015,0.18,21.35
S,BULL,False,-417.5,27.02,16,8.0,8.0,8.25,09,2015-09-18,2015,0.949,21.14
S,BEAR,True,57.5,27.02,25,8.0,3.75,1.5,13,2015-09-18,2015,0.949,21.14
L,BULL,True,-430.0,27.35,4,8.25,21.5,-2.25,10,2015-09-21,2015,0.192,22.28
S,NEUTRAL,False,-455.0,28.98,49,8.75,10.25,-6.5,10,2015-09-22,2015,1.189,20.14
S,BEAR,True,-455.0,28.98,15,8.75,12.5,-8.75,13,2015-09-22,2015,1.189,20.14
S,BULL,False,257.5,28.4,65,8.5,4.0,5.5,09,2015-09-23,2015,0.064,22.44
S,BEAR,True,-442.5,28.4,13,8.5,11.0,-5.5,11,2015-09-23,2015,0.064,22.44
L,BEAR,False,895.0,25.0,64,7.5,4.0,18.25,09,2015-09-24,2015,0.588,22.13
L,BEAR,False,-392.5,24.9,48,7.5,22.25,-13.5,09,2015-09-25,2015,0.71,23.47
L,NEUTRAL,False,-392.5,24.9,4,7.5,27.25,-18.5,12,2015-09-25,2015,0.71,23.47
L,BEAR,False,-405.0,25.7,12,7.75,27.75,-25.0,09,2015-09-28,2015,0.314,23.62
S,NEUTRAL,False,-442.5,28.27,65,8.5,11.75,-4.25,09,2015-09-30,2015,0.797,26.83
S,BULL,False,-442.5,28.27,13,8.5,9.0,-1.5,13,2015-09-30,2015,0.797,26.83
L,NEUTRAL,False,2832.5,27.2,72,8.25,0.25,57.0,09,2015-10-02,2015,0.988,22.55
L,BULL,True,2045.0,27.2,54,8.25,1.75,41.25,10,2015-10-02,2015,0.988,22.55
L,NEUTRAL,False,1195.0,27.2,27,8.25,0.75,24.25,12,2015-10-02,2015,0.988,22.55
L,BULL,True,332.5,30.65,39,9.25,1.0,7.0,11,2015-10-05,2015,0.512,20.94
L,BEAR,False,-180.0,30.65,64,9.25,8.75,-3.25,09,2015-10-06,2015,0.009,19.54
S,BEAR,True,-480.0,30.73,20,9.25,12.75,-11.0,11,2015-10-07,2015,0.489,19.4
S,NEUTRAL,False,-492.5,31.3,40,9.5,24.5,-22.75,09,2015-10-08,2015,0.171,18.4
L,NEUTRAL,False,732.5,31.3,21,9.5,2.0,15.0,13,2015-10-08,2015,0.171,18.4
S,BULL,False,120.0,31.35,63,9.5,2.75,2.75,09,2015-10-09,2015,0.0,17.42
L,NEUTRAL,False,282.5,29.48,71,8.75,2.5,6.0,09,2015-10-12,2015,0.009,17.08
L,NEUTRAL,False,145.0,29.48,42,8.75,3.0,3.25,11,2015-10-12,2015,0.009,17.08
S,BEAR,True,-192.5,29.48,25,8.75,4.25,-3.5,13,2015-10-12,2015,0.009,17.08
S,BULL,False,807.5,26.1,63,7.75,4.5,16.5,09,2015-10-13,2015,0.402,16.17
S,BULL,False,-405.0,25.43,15,7.75,8.5,5.75,10,2015-10-14,2015,0.045,17.67
L,BULL,True,-405.0,25.43,11,7.75,9.5,-7.75,12,2015-10-14,2015,0.045,17.67
L,BEAR,False,1207.5,24.95,69,7.5,5.0,24.5,09,2015-10-15,2015,0.36,18.03
L,BEAR,False,1170.0,24.95,54,7.5,5.75,23.75,10,2015-10-15,2015,0.36,18.03
S,BEAR,True,-392.5,24.95,9,7.5,21.75,-21.25,11,2015-10-15,2015,0.36,18.03
S,BULL,False,-330.0,20.55,60,6.25,6.75,-6.25,10,2015-10-19,2015,0.266,15.05
S,BEAR,True,-330.0,20.55,16,6.25,7.5,-7.0,13,2015-10-19,2015,0.266,15.05
L,BULL,True,-305.0,19.43,18,5.75,8.25,-5.5,10,2015-10-20,2015,0.195,14.98
S,BEAR,True,82.5,19.43,35,5.75,3.75,2.0,12,2015-10-20,2015,0.195,14.98
L,BEAR,False,-292.5,18.75,34,5.5,12.25,-11.75,09,2015-10-21,2015,0.302,15.75
L,NEUTRAL,False,-305.0,18.95,8,5.75,8.25,1.0,09,2015-10-23,2015,0.51,14.45
S,NEUTRAL,False,-67.5,19.15,63,5.75,4.25,-1.0,09,2015-10-27,2015,0.237,15.29
S,BULL,False,-305.0,19.15,25,5.75,5.75,-5.25,13,2015-10-27,2015,0.237,15.29
S,NEUTRAL,False,-305.0,19.3,59,5.75,7.75,-4.25,09,2015-10-29,2015,0.235,14.33
S,NEUTRAL,False,-305.0,19.3,51,5.75,7.0,-3.5,10,2015-10-29,2015,0.235,14.33
L,BULL,True,445.0,17.88,54,5.25,0.5,9.25,10,2015-11-02,2015,0.096,15.07
S,BULL,False,-305.0,19.0,32,5.75,11.75,-3.75,09,2015-11-03,2015,0.043,14.15
L,NEUTRAL,False,-317.5,19.68,7,6.0,11.25,-7.0,09,2015-11-04,2015,0.164,14.54
S,BEAR,True,95.0,19.68,50,6.0,3.5,2.25,11,2015-11-04,2015,0.164,14.54
L,BEAR,False,-17.5,19.68,38,6.0,4.25,0.0,12,2015-11-04,2015,0.164,14.54
S,BEAR,True,-305.0,19.15,7,5.75,10.5,-6.75,10,2015-11-05,2015,0.087,15.51
S,BULL,False,-192.5,17.82,64,5.25,3.75,-3.5,09,2015-11-06,2015,0.13,15.05
L,BEAR,False,-292.5,18.02,9,5.5,14.0,-3.25,09,2015-11-09,2015,0.269,14.33
L,BULL,True,182.5,18.02,23,5.5,3.5,4.0,13,2015-11-09,2015,0.269,14.33
L,BULL,True,120.0,18.02,19,5.5,4.75,2.75,13,2015-11-09,2015,0.269,14.33
S,BEAR,True,-317.5,19.82,40,6.0,7.5,-6.25,10,2015-11-10,2015,0.175,16.52
L,BEAR,False,-92.5,20.02,64,6.0,2.75,-1.5,09,2015-11-11,2015,0.139,15.29
L,BULL,True,-292.5,18.5,10,5.5,17.25,-16.5,10,2015-11-12,2015,0.402,16.06
S,BULL,False,707.5,18.5,35,5.5,2.25,14.5,12,2015-11-12,2015,0.402,16.06
S,BEAR,True,-317.5,19.75,15,6.0,10.25,7.25,09,2015-11-13,2015,0.159,18.37
L,BEAR,False,-317.5,19.75,17,6.0,10.5,-7.25,12,2015-11-13,2015,0.159,18.37
L,BULL,True,1107.5,20.25,48,6.0,1.5,22.5,11,2015-11-16,2015,0.116,20.08
L,BULL,True,495.0,20.25,23,6.0,0.25,10.25,13,2015-11-16,2015,0.116,20.08
L,NEUTRAL,False,-342.5,21.43,57,6.5,7.75,0.25,09,2015-11-17,2015,0.167,18.16
L,BULL,True,-342.5,21.43,4,6.5,19.25,-11.25,11,2015-11-17,2015,0.167,18.16
S,BULL,False,295.0,21.43,25,6.5,2.5,6.25,13,2015-11-17,2015,0.167,18.16
S,BULL,False,-342.5,21.65,22,6.5,23.75,-20.5,09,2015-11-18,2015,0.141,18.84
L,BEAR,False,20.0,22.82,69,6.75,3.5,0.75,09,2015-11-19,2015,0.009,16.85
L,NEUTRAL,False,-330.0,21.15,32,6.25,12.75,-6.75,10,2015-11-23,2015,0.052,15.47
L,NEUTRAL,False,70.0,21.02,54,6.25,1.0,1.75,10,2015-11-25,2015,0.113,15.93
S,NEUTRAL,False,-192.5,18.32,30,5.5,4.25,-3.5,09,2015-11-27,2015,0.269,15.19
L,BEAR,False,-267.5,16.95,61,5.0,6.0,-2.0,09,2015-11-30,2015,0.009,15.12
S,NEUTRAL,False,-242.5,14.65,45,4.5,10.25,-8.75,10,2015-12-01,2015,0.183,16.13
L,NEUTRAL,False,-230.0,14.18,8,4.25,23.25,-16.25,10,2015-12-02,2015,0.017,14.67
S,BEAR,True,595.0,14.18,45,4.25,2.25,12.25,11,2015-12-02,2015,0.017,14.67
L,NEUTRAL,False,-230.0,14.18,6,4.25,18.25,-11.25,12,2015-12-02,2015,0.017,14.67
L,BEAR,False,-230.0,14.03,23,4.25,29.0,-17.75,09,2015-12-03,2015,0.017,15.91
L,BULL,True,-280.0,17.62,4,5.25,7.25,12.5,10,2015-12-04,2015,0.088,18.11
L,BULL,True,157.5,17.62,29,5.25,1.25,3.5,12,2015-12-04,2015,0.088,18.11
S,BEAR,True,-330.0,20.45,50,6.25,11.25,-11.0,10,2015-12-07,2015,0.113,14.81
S,BEAR,True,-330.0,20.45,2,6.25,13.25,-13.0,12,2015-12-07,2015,0.113,14.81
L,NEUTRAL,False,-230.0,21.07,50,6.25,5.25,-4.25,11,2015-12-08,2015,0.827,15.84
S,NEUTRAL,False,-330.0,21.07,15,6.25,8.0,3.25,11,2015-12-08,2015,0.827,15.84
S,BEAR,True,-330.0,21.07,3,6.25,7.25,4.0,12,2015-12-08,2015,0.827,15.84
L,BEAR,False,-317.5,21.07,15,6.25,6.0,-6.0,13,2015-12-08,2015,0.827,15.84
S,BULL,False,1745.0,20.93,66,6.25,1.5,35.25,09,2015-12-09,2015,0.132,17.6
S,BEAR,True,-330.0,20.93,9,6.25,12.75,-4.0,12,2015-12-09,2015,0.132,17.6
S,BEAR,True,-330.0,20.93,2,6.25,11.75,-3.0,12,2015-12-09,2015,0.132,17.6
L,BULL,True,-255.0,24.75,50,7.5,5.25,-4.75,11,2015-12-10,2015,0.168,19.61
L,BULL,True,-392.5,24.75,20,7.5,9.75,-9.5,13,2015-12-10,2015,0.168,19.61
S,BULL,False,920.0,26.7,70,8.0,5.5,18.75,09,2015-12-11,2015,0.801,19.34
S,BEAR,True,320.0,26.7,39,8.0,7.25,6.75,11,2015-12-11,2015,0.801,19.34
S,BEAR,True,-442.5,28.38,17,8.5,20.25,-14.0,10,2015-12-14,2015,0.018,24.39
S,NEUTRAL,False,-442.5,28.38,8,8.5,16.5,-10.25,11,2015-12-14,2015,0.018,24.39
L,NEUTRAL,False,532.5,28.38,28,8.5,1.25,11.0,12,2015-12-14,2015,0.018,24.39
L,BEAR,False,82.5,30.27,68,9.0,5.75,2.0,09,2015-12-15,2015,0.766,22.73
L,BULL,True,-80.0,30.27,33,9.0,7.5,-1.25,12,2015-12-15,2015,0.766,22.73
L,BEAR,False,-467.5,30.18,36,9.0,10.25,22.25,10,2015-12-16,2015,0.362,20.95
S,NEUTRAL,False,1657.5,31.12,72,9.25,1.5,33.5,09,2015-12-17,2015,0.175,17.86
S,BEAR,True,1095.0,31.12,55,9.25,4.0,22.25,10,2015-12-17,2015,0.175,17.86
S,BEAR,True,1107.5,31.12,47,9.25,3.75,22.5,11,2015-12-17,2015,0.175,17.86
L,NEUTRAL,False,-480.0,31.12,19,9.25,23.5,-22.5,13,2015-12-17,2015,0.175,17.86
L,BEAR,False,-492.5,31.3,54,9.5,19.0,-17.75,09,2015-12-18,2015,0.089,18.94
L,BULL,True,-480.0,30.48,10,9.25,15.5,3.5,09,2015-12-21,2015,0.637,20.7
S,BEAR,True,-480.0,30.48,40,9.25,15.0,-13.5,11,2015-12-21,2015,0.637,20.7
L,BEAR,False,470.0,30.48,24,9.25,7.5,9.75,13,2015-12-21,2015,0.637,20.7
L,BEAR,False,1057.5,30.43,72,9.25,3.5,21.5,09,2015-12-22,2015,0.285,18.7
L,NEUTRAL,False,220.0,30.73,52,9.25,0.5,4.75,10,2015-12-23,2015,0.265,16.6
S,NEUTRAL,False,132.5,27.77,29,8.25,6.0,3.0,09,2015-12-24,2015,0.035,15.57
L,NEUTRAL,False,520.0,26.48,65,8.0,3.25,10.75,09,2015-12-28,2015,0.202,15.74
S,BULL,False,-242.5,25.25,70,7.5,6.25,-4.5,09,2015-12-29,2015,0.413,16.91
S,BULL,False,-242.5,25.25,38,7.5,6.25,-4.5,12,2015-12-29,2015,0.413,16.91
L,NEUTRAL,False,-367.5,23.25,68,7.0,13.25,-7.0,09,2015-12-31,2015,0.281,17.29
S,BEAR,True,-342.5,21.93,16,6.5,20.75,-20.75,10,2016-01-04,2016,1.289,18.21
L,BULL,True,-342.5,21.93,11,6.5,9.75,15.75,12,2016-01-04,2016,1.289,18.21
S,NEUTRAL,False,-342.5,21.93,10,6.5,19.75,-19.75,13,2016-01-04,2016,1.289,18.21
L,NEUTRAL,False,-317.5,20.23,3,6.0,8.5,8.25,10,2016-01-05,2016,0.018,20.7
L,BEAR,False,-305.0,18.85,54,5.75,13.75,1.75,09,2016-01-06,2016,1.211,19.34
L,NEUTRAL,False,-305.0,18.85,20,5.75,16.0,-0.5,11,2016-01-06,2016,1.211,19.34
S,BULL,False,-30.0,18.85,25,5.75,2.5,-0.25,13,2016-01-06,2016,1.211,19.34
S,BULL,False,1557.5,19.3,66,5.75,5.5,31.5,09,2016-01-07,2016,1.348,20.59
S,BEAR,True,-305.0,19.3,7,5.75,6.5,7.75,13,2016-01-07,2016,1.348,20.59
S,BEAR,True,1320.0,20.75,63,6.25,4.75,26.75,09,2016-01-08,2016,0.541,24.99
L,BEAR,False,-330.0,20.75,4,6.25,27.75,-26.0,12,2016-01-08,2016,0.541,24.99
L,BEAR,False,-367.5,23.48,2,7.0,23.25,-1.5,09,2016-01-11,2016,0.48,27.01
S,BEAR,True,-405.0,26.1,25,7.75,19.25,-9.5,11,2016-01-12,2016,0.683,24.3
S,BEAR,True,-405.0,26.1,15,7.75,18.5,-8.75,12,2016-01-12,2016,0.683,24.3
L,BEAR,False,-442.5,28.12,16,8.5,53.25,-50.25,09,2016-01-13,2016,0.515,22.47
S,BULL,False,-517.5,33.27,30,10.0,23.0,-10.75,09,2016-01-14,2016,0.336,25.22
